,0,sku #,Customer,Sku Name,Date,Forecast,Actual
7100,,27794,Sainsbury's Café,JS CAFE Cheese Ploughmans x 2,22/01/2022,297,422
7101,,28182,Sainsbury's Café,JS CAFÉ Cheese & Tomato Pizza,22/01/2022,390,264
7102,,28296,Sainsbury's Café,JS CAFE Vegan Panini Meatless Marinara,22/01/2022,364,420
7103,,28297,Sainsbury's Café,JS CAFE Vegan Sausage Bap x 4,22/01/2022,297,528
7104,,28103,Sainsbury's Café,JS CAFE Pig Under Blankets Toastie,22/01/2022,,
7105,,28104,Sainsbury's Café,JS CAFÉ Rudolph's Christmas Feast,22/01/2022,,
7106,,28105,Sainsbury's Café,JS CAFÉ Turkey Feast Sandwich Stack,22/01/2022,,
7107,,28106,Sainsbury's Café,JS CAFÉ Cheese & Chutney Toastie,22/01/2022,,
7108,,28107,Sainsbury's Café,JS CAFÉ Turkey Trimmings Panini,22/01/2022,,
7109,,28108,Sainsbury's Café,JS CAFÉ Brie & Cranberry Panini,22/01/2022,,
7110,3700,27201,GDTS MCCOLLS,McColl's Southern Fried Chicken Wrap,22/01/2022,,
7111,3706,27202,GDTS MCCOLLS,McColl's Chicken & Bacon Caesar Wrap,22/01/2022,,
7112,3703,27205,GDTS MCCOLLS,McColl's FALAFEL & HOUMOUS WRAP,22/01/2022,,
7113,,28139,GDTS MCCOLLS,MC XMAS CHEESE BOARD WEDGE,22/01/2022,,
7114,,28140,GDTS MCCOLLS,MC XMAS TURKEY LUNCH WEDGE,22/01/2022,,
7115,,28141,GDTS MCCOLLS,MC XMAS PIGS UNDER BLANKETS WEDGE,22/01/2022,,
7116,,27410,WAITROSE,WR Shakshuka Eggs Flatbread x 4,22/01/2022,,
7117,,27411,WAITROSE,WR Spiced Roasted Aubergine Flatbread x 4,22/01/2022,,
7118,,,,,23/01/2022,23/01/2022,22/01/2022
7119,9518832,20371,Asda,AS Chicken Fajita Triple Wrap x4,23/01/2022,3758,2984
7120,50193482,22592,Asda,AS Chicken & Bacon Skillet x 8,23/01/2022,7064,6680
7121,50243954,22708,Asda,AS Chicken Bacon Caesar Triple Wrap x 8,23/01/2022,7410,5704
7122,50535479,23870,Asda,AS Chicken Fajita Wrap x4,23/01/2022,1506,1320
7123,50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,23/01/2022,5096,4872
7124,50779457,24806,Asda Café,ASC Tuna Melt Panini x4,23/01/2022,,0
7125,50779460,24809,Asda Café,ASC Cheese & Tomato Toastie x4,23/01/2022,,0
7126,50779461,24810,Asda Café,ASC Ham & Cheese Toastie x4,23/01/2022,,0
7127,50779462,24811,Asda Café,ASC ADB Topped Toastie x4,23/01/2022,,0
7128,50773032,24821,Asda Café,ASC Cheeseboard Toastie,23/01/2022,,0
7129,50027363,26311,Asda Café,ASC Turkey Feast Toastie,23/01/2022,,0
7130,,21767,BP,BP Cheese & Ham Toastie,23/01/2022,1836,1836
7131,,24192,BP,BP Bacon Bap,23/01/2022,3312,3312
7132,,24193,BP,BP Sausage Bap,23/01/2022,3244,3244
7133,,24779,BP,BP Pepperoni & Mozzarella Panini ,23/01/2022,1212,1212
7134,,28541,BP,BP Cheese & Onion Toastie,23/01/2022,1344,1344
7135,,28542,BP,BP ADB Wrap,23/01/2022,1824,1824
7136,6250,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,23/01/2022,7793,3854
7137,6251,19489,Co-op,Co-op Aromatic Duck Wrap,23/01/2022,4788,5653
7138,6252,19490,Co-op,Co-op Southern Fried Chicken Wrap,23/01/2022,6718,
7139,6253,19491,Co-op,Co-op Falafel Wrap,23/01/2022,3163,3854
7140,6747,27443,Co-op,COOP HAM & CHEESE SUB ROLL,23/01/2022,5896,6854
7141,6748,27445,Co-op,COOP TUNA CRUNCH SUB ROLL,23/01/2022,3256,3784
7142,4458,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,23/01/2022,1636,1188
7143,4448,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,23/01/2022,1798,1364
7144,4413,19743,Co-op,Co-op Falafel Wrap x 4,23/01/2022,852,496
7145,4447,19783,Co-op,Co-op Aromatic Duck Wrap x4,23/01/2022,804,548
7146,,27444,Co-op,COOP HAM & CHEESE SUB ROLL x 4,23/01/2022,154,100
7147,,27446,Co-op,COOP TUNA CRUNCH SUB ROLL x 4,23/01/2022,48,32
7148,,17791,Co-op,COOP TI NEW YORK DELI GRAB BAG x4,23/01/2022,,
7149,,20161,Co-op,COOP HAM & MUSTARD x4,23/01/2022,,
7150,6390,22341,Co-op,CO-OP HAM & CHEESE PANINI,23/01/2022,,
7151,6393,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,23/01/2022,,
7152,6338,25007,Co-op,Co-op Sausage & Egg Breakfast Muffin,23/01/2022,,
7153,,19463,Co-op,COOP HAM & CHEESE,23/01/2022,,
7154,6402,19506,Co-op,COOP TI NEW YORK DELI GRAB BAG,23/01/2022,,
7155,6058,20130,Co-op,COOP HAM & MUSTARD,23/01/2022,,
7156,4542167,27801,Morrisons,WM Southern Fried Chicken Wrap x8,23/01/2022,5609,5136
7157,4547196,18258,Morrisons,WM Aromatic Duck Wrap x4,23/01/2022,2446,2316
7158,4542173,27806,Morrisons,WM Chicken & Bacon Caesar Wrap x12,23/01/2022,10150,8076
7159,4542164,27807,Morrisons,WM Sweet Chilli Chicken Wrap x6,23/01/2022,3162,3102
7160,4540498,28440,Morrisons,WM Falafel & Spiced Houmous Wrap x4,23/01/2022,1100,828
7161,4540498,24993,Morrisons,WM Mexican Style 3 Bean Wrap x4,23/01/2022,1349,1128
7162,,26156,Morrisons,WM Counted Med Tuna Wrap,23/01/2022,1324,2056
7163,4540491,27436,Morrisons,WM Greek Chicken Wrap,23/01/2022,1066,1204
7164,4540492,27437,Morrisons,WM Korean Beef Wrap,23/01/2022,1928,1928
7165,4549979,22864,Morrisons,WM 16 PIECE WRAP PLATTER x 1,23/01/2022,65,91
7166,4548306,24886,Morrisons,WM Vegetarian Sandwich Platter,23/01/2022,30,42
7167,4548303,24887,Morrisons,WM Meat Sandwich Platter,23/01/2022,70,70
7168,4549090,24890,Morrisons,WM Classic Sandwich Platter ,23/01/2022,108,137
7169,1855,21612,Morrisons PFS,WM DTS Southern Fried Chicken Wrap,23/01/2022,1613,1635
7170,1780,22865,Morrisons PFS,WM DTS Chicken & Bacon Caesar Wrap ,23/01/2022,2899,2879
7171,1770,24342,Morrisons PFS,WM DTS Sweet Chilli Chicken Wrap,23/01/2022,1035,1085
7172,4548302,24891,Morrisons,WM Party Classic Sandwich Platter ,23/01/2022,,
7173,4548305,24888,Morrisons,WM Vegetarian Wraps Platter,23/01/2022,,
7174,4548301,24889,Morrisons,WM The Best Sandwich Platter,23/01/2022,,
7175,4540434,18257,Morrisons,WM Southern Fried Chicken Wrap x4,23/01/2022,,
7176,4540433,19799,Morrisons,WM Chicken Fajita Wrap x4,23/01/2022,,
7177,4540448,20119,Morrisons,WM Chicken & Bacon Caesar Wrap x4,23/01/2022,,
7178,,21855,Morrisons,WM Sweet Chilli Chicken Wrap x4,23/01/2022,,
7179,4542180,28002,Morrisons,WMM Cheeseboard Skillet,23/01/2022,,
7180,4542181,28003,Morrisons,WMM Turkey Curry Wrap,23/01/2022,,
7181,4542182,28004,Morrisons,WMM Vegan Feast Skillet,23/01/2022,,
7182,4542183,28005,Morrisons,WMM Pigs Under Blankets Skillet,23/01/2022,,
7183,4542184,28006,Morrisons,WMM Turkey Lunch Wedge Skillet,23/01/2022,,
7184,,28136,Morrisons PFS,WMM DTS Pigs Under Blankets Skillet,23/01/2022,,
7185,,28137,Morrisons PFS,WMM DTS Cheeseboard Skillet,23/01/2022,,
7186,,28138,Morrisons PFS,WMM DTS Turkey Lunch Wedge Skillet,23/01/2022,,
7187,,23768,Morrisons Café,MRS Egg & Cress Crisps Pack x 2 ,23/01/2022,,
7188,,23770,Morrisons Café,MRS Just Ham Crisps Pack x 2,23/01/2022,,
7189,,23773,Morrisons Café,MRS Salmon & Cucumber Crisps Pack x 2,23/01/2022,,
7190,7799572,21914,Sainsbury's,JS Seafood Cocktail Skillet x 4,23/01/2022,2134,1932
7191,7797696,21936,Sainsbury's,JS BGTY Tuna & Cucumber Skillet x 4,23/01/2022,2226,2068
7192,7798199,21970,Sainsbury's,JS New Yorker Grab Bag,23/01/2022,1623,1636
7193,7799556,21951,Sainsbury's,"JS Chicken, Bacon & Caesar Wrap x 4",23/01/2022,17724,16576
7194,7799565,21952,Sainsbury's,JS Duck & Hoisin Wrap x 4,23/01/2022,9160,8628
7195,7798446,21953,Sainsbury's,JS Southern Fried Chicken Wrap x4,23/01/2022,,0
7196,7798442,21954,Sainsbury's,JS Falafel & Houmous Wrap x 4,23/01/2022,2238,2524
7197,7798436,21955,Sainsbury's,"JS Mozzarella, Tomato and Pesto Wrap x 4",23/01/2022,7497,7212
7198,7847033,22468,Sainsbury's,"JS Brie, Bacon & Chilli Chutney Skillet x4",23/01/2022,9446,8224
7199,7849630,22469,Sainsbury's,"JS Avocado, Tomato & Basil Skillet x4",23/01/2022,2451,1868
7200,7847035,22472,Sainsbury's,JS Chicken Fajita Triple Wrap x4,23/01/2022,4484,4672
7201,7958341,24077,Sainsbury's,JS Greek Chicken & Tzatziki Premium Wrap X4,23/01/2022,2291,1964
7202,7980040,24648,Sainsbury's,JS Steak & Caramelised Red Onion Grab Bag,23/01/2022,2489,2152
7203,7991425,24955,Sainsbury's,JS Vegan Mexican Bean Wrap,23/01/2022,2703,1296
7204,8018816,25608,Sainsbury's,JS Halloumi Roast Vegetable Wrap,23/01/2022,1091,852
7205,7798851,26002,Sainsbury's,JS Chicken Salad Skillet x 4,23/01/2022,14750,15148
7206,8046570,26981,Sainsbury's,JS Tuna Crunch Sub Roll ,23/01/2022,,0
7207,8046550,26983,Sainsbury's,JS Chicken and Bacon Sub Roll ,23/01/2022,3223,3036
7208,8046562,26984,Sainsbury's,JS Ham and Cheese Sub Roll ,23/01/2022,5297,5716
7209,,28009,Sainsbury's,JS HTE Egg & Cheese Muffin,23/01/2022,639,264
7210,,28010,Sainsbury's,JS HTE Meatball Marinara Wrap,23/01/2022,486,504
7211,,28011,Sainsbury's,JS HTE Ham & Cheese Toastie,23/01/2022,916,828
7212,,28369,Sainsbury's,JS Hoisin No Duck Wrap x 4,23/01/2022,2324,2624
7213,8018816,28370,Sainsbury's,JS Vegan No Chicken Ceasar Wrap x 4,23/01/2022,7500,6972
7214,7798851,28371,Sainsbury's,JS Vegan No Coronation Chicken Skillet x 4,23/01/2022,1678,1620
7215,8046570,28372,Sainsbury's,JS Vegan Meatless Meatball Marinara Subroll x 4,23/01/2022,2217,1756
7216,8046550,28373,Sainsbury's,JS Vegan No Chicken Tikka Roll x 4,23/01/2022,621,532
7217,,22883,Sainsbury's,JS Wrap Platter x1,23/01/2022,,0
7218,,23956,Sainsbury's,JS Classic Sandwich Platter x1,23/01/2022,150,146
7219,,22882,Sainsbury's,JS Meat Sandwich Platter x1,23/01/2022,,0
7220,,23954,Sainsbury's,JS Vegetarian Sandwich Platter x1,23/01/2022,100,76
7221,8530,27728,Sainsbury's,"JS PF Chicken, Bacon & Caesar Wrap x 1",23/01/2022,18,20
7222,8581,27727,Sainsbury's PFS,"JS PFS Mozzarella, Tomato and Pesto Wrap x 1",23/01/2022,18,20
7223,8531,27729,Sainsbury's PFS,JS PFS Duck & Hoisin Wrap x 1,23/01/2022,18,20
7224,8534,27730,Sainsbury's PFS,JS PFS Southern Fried Chicken Wrap x1,23/01/2022,24,24
7225,9935,27133,Sainsbury's PFS,JS PFS Seafood Cocktail Skillet x 1,23/01/2022,300,248
7226,,27921,Sainsbury's PFS,JS PFS Chicken and Bacon Sub Roll ,23/01/2022,0,12
7227,,27933,Sainsbury's PFS,JS PFS TUNA & CUCUMBER SUB,23/01/2022,,0
7228,,27939,Sainsbury's PFS,JS PFS greek style chicken & tzatziki wrap,23/01/2022,36,12
7229,,27946,Sainsbury's PFS,JS PFS Steak & caramelised onion sandwich,23/01/2022,25,16
7230,9929,27131,Sainsbury's PFS,JS PFS Chicken Salad Skillet x 1,23/01/2022,564,410
7231,,27179,Sainsbury's PFS,JS PFS Chicken & Maple Cured Bacon Skillet x 1,23/01/2022,,
7232,,27924,Sainsbury's PFS,JS PFS Korean Chicken Sandwich,23/01/2022,,
7233,,27934,Sainsbury's PFS,JS PFS Ham And Cheese Sub Roll,23/01/2022,,
7234,,27935,Sainsbury's PFS,JS PFS Sweet Chilli Chicken Wrap,23/01/2022,,
7235,,27937,Sainsbury's PFS,JS PFS TTD Eggs Hollandaise with Avocado,23/01/2022,,
7236,,27938,Sainsbury's PFS,"JS PFS Brie, Bacon & Chilli Chutney Skillet",23/01/2022,,
7237,,27109,Sainsbury's PFS,JS PFS Brie & Cranberry Skillet,23/01/2022,,
7238,,22288,Sainsbury's,JS Brie & Cranberry Skillet,23/01/2022,,
7239,,28111,Sainsbury's,JS Boxing Day Sub Roll,23/01/2022,,
7240,,28112,Sainsbury's,JS Rudolph's Christmas Feast,23/01/2022,,
7241,,28113,Sainsbury's,JS Beef Wellington Special,23/01/2022,,
7242,,28375,Sainsbury's,JS Christmas Platter,23/01/2022,,
7243,7798864,22312,Sainsbury's,JS Chicken & Maple Cured Bacon Skillet x 6,23/01/2022,0,
7244,,28474,Sainsbury's,JS PF BOXING DAY LEFTOVER SUB,23/01/2022,,
7245,,28475,Sainsbury's,JS PF RUDOLPHS CARROT & VEG ST,23/01/2022,,
7246,,27331,Sainsbury's,JS Indian Inspired Chickpea Flatbread,23/01/2022,,
7247,,27332,Sainsbury's,JS Middle Eastern Lamb Kofta Flatbread  ,23/01/2022,,
7248,,28100,Sainsbury's,JS Hell's Spicy Chicken Roll,23/01/2022,,
7249,7980037,24649,Sainsbury's,JS Ham Hock & Mature Cheddar Grab Bag,23/01/2022,,
7250,,23955,Sainsbury's,JS Seafood Platter x1,23/01/2022,,
7251,7972085,24770,Sainsbury's,JS Party Sandwich Platter,23/01/2022,,
7252,7972091,24480,Sainsbury's,JS Premium Sandwich Platter,23/01/2022,,
7253,3277,22186,Sainsbury's PFS,JS DTS Southern Fried Chicken Wrap x 1,23/01/2022,,
7254,3278,22187,Sainsbury's PFS,"JS DTS Ham & Egg Sub Roll 10"" x 1",23/01/2022,,
7255,3292,23990,Sainsbury's PFS,JS DTS Chicken Salad Skillet x 1,23/01/2022,,
7256,3294,23992,Sainsbury's PFS,JS DTS Seafood Cocktail Skillet x 1,23/01/2022,,
7257,7799572,23686,Sainsbury's,JS Seafood Cocktail Skillet x 8,23/01/2022,,
7258,,25543,Sainsbury's,JS Harissa Chicken Wrap,23/01/2022,,
7259,,25544,Sainsbury's,JS Vegan Onion Bhaji Sandwich,23/01/2022,,
7260,,25545,Sainsbury's,JS Katsu Chicken Sandwich ,23/01/2022,,
7261,,27781,Sainsbury's Café,JS CAFE Bacon Bap x 4          ,23/01/2022,1687,1508
7262,,27782,Sainsbury's Café,JS CAFE Sausage Bap x 4,23/01/2022,1354,1300
7263,,27783,Sainsbury's Café,JS CAFE Egg Florentine x 4,23/01/2022,572,488
7264,,27784,Sainsbury's Café,JS CAFE Cheese & Onion Topped Toastie x 4,23/01/2022,1239,1276
7265,,27785,Sainsbury's Café,JS CAFE Ham & Cheese Topped Toastie x 4,23/01/2022,1342,1340
7266,,27786,Sainsbury's Café,JS CAFE Chicken & Bacon Topped Toastie x 4,23/01/2022,991,1068
7267,,27787,Sainsbury's Café,JS CAFE Tomato & Mozarella Panini x 4,23/01/2022,1024,832
7268,,27788,Sainsbury's Café,JS CAFE Tuna Cheese Melt Panini x 4,23/01/2022,840,820
7269,,27789,Sainsbury's Café,JS CAFE Kids Cheese Sandwich x 4,23/01/2022,771,756
7270,,27790,Sainsbury's Café,JS CAFE Kids Ham Sandwich x 4,23/01/2022,767,732
7271,,27791,Sainsbury's Café,JS CAFE Egg & Cress Sandwich x 2,23/01/2022,532,554
7272,,27792,Sainsbury's Café,JS CAFE Prawn Mayonnaise Sandwich x 2,23/01/2022,500,508
7273,,27793,Sainsbury's Café,JS CAFE Chicken & Bacon Sandwich x 2,23/01/2022,458,534
7274,,27794,Sainsbury's Café,JS CAFE Cheese Ploughmans x 2,23/01/2022,392,488
7275,,28182,Sainsbury's Café,JS CAFÉ Cheese & Tomato Pizza,23/01/2022,515,344
7276,,28296,Sainsbury's Café,JS CAFE Vegan Panini Meatless Marinara,23/01/2022,480,404
7277,,28297,Sainsbury's Café,JS CAFE Vegan Sausage Bap x 4,23/01/2022,392,692
7278,,28103,Sainsbury's Café,JS CAFE Pig Under Blankets Toastie,23/01/2022,,
7279,,28104,Sainsbury's Café,JS CAFÉ Rudolph's Christmas Feast,23/01/2022,,
7280,,28105,Sainsbury's Café,JS CAFÉ Turkey Feast Sandwich Stack,23/01/2022,,
7281,,28106,Sainsbury's Café,JS CAFÉ Cheese & Chutney Toastie,23/01/2022,,
7282,,28107,Sainsbury's Café,JS CAFÉ Turkey Trimmings Panini,23/01/2022,,
7283,,28108,Sainsbury's Café,JS CAFÉ Brie & Cranberry Panini,23/01/2022,,
7284,3700,27201,GDTS MCCOLLS,McColl's Southern Fried Chicken Wrap,23/01/2022,580,622
7285,3706,27202,GDTS MCCOLLS,McColl's Chicken & Bacon Caesar Wrap,23/01/2022,948,972
7286,3703,27205,GDTS MCCOLLS,McColl's FALAFEL & HOUMOUS WRAP,23/01/2022,135,116
7287,,28139,GDTS MCCOLLS,MC XMAS CHEESE BOARD WEDGE,23/01/2022,,
7288,,28140,GDTS MCCOLLS,MC XMAS TURKEY LUNCH WEDGE,23/01/2022,,
7289,,28141,GDTS MCCOLLS,MC XMAS PIGS UNDER BLANKETS WEDGE,23/01/2022,,
7290,,27410,WAITROSE,WR Shakshuka Eggs Flatbread x 4,23/01/2022,,
7291,,27411,WAITROSE,WR Spiced Roasted Aubergine Flatbread x 4,23/01/2022,,
7292,,,,,24/01/2022,24/01/2022,23/01/2022
7293,9518832,20371,Asda,AS Chicken Fajita Triple Wrap x4,24/01/2022,3679,3044
7294,50193482,22592,Asda,AS Chicken & Bacon Skillet x 8,24/01/2022,6916,6200
7295,50243954,22708,Asda,AS Chicken Bacon Caesar Triple Wrap x 8,24/01/2022,7255,5936
7296,50535479,23870,Asda,AS Chicken Fajita Wrap x4,24/01/2022,1474,1324
7297,50535476,23871,Asda,AS Chicken Bacon Caesar Wrap x 6,24/01/2022,4990,4614
7298,50779457,24806,Asda Café,ASC Tuna Melt Panini x4,24/01/2022,1161,1452
7299,50779460,24809,Asda Café,ASC Cheese & Tomato Toastie x4,24/01/2022,708,1392
7300,50779461,24810,Asda Café,ASC Ham & Cheese Toastie x4,24/01/2022,1445,1828
7301,50779462,24811,Asda Café,ASC ADB Topped Toastie x4,24/01/2022,526,1048
7302,50773032,24821,Asda Café,ASC Cheeseboard Toastie,24/01/2022,1071,216
7303,50027363,26311,Asda Café,ASC Turkey Feast Toastie,24/01/2022,,0
7304,,21767,BP,BP Cheese & Ham Toastie,24/01/2022,1680,1620
7305,,24192,BP,BP Bacon Bap,24/01/2022,2868,2788
7306,,24193,BP,BP Sausage Bap,24/01/2022,2852,2700
7307,,24779,BP,BP Pepperoni & Mozzarella Panini ,24/01/2022,1140,1240
7308,,28541,BP,BP Cheese & Onion Toastie,24/01/2022,1216,1160
7309,,28542,BP,BP ADB Wrap,24/01/2022,1500,1388
7310,6250,19488,Co-op,Co-op Chicken & Bacon Caesar Wrap,24/01/2022,7110,1359
7311,6251,19489,Co-op,Co-op Aromatic Duck Wrap,24/01/2022,4435,5246
7312,6252,19490,Co-op,Co-op Southern Fried Chicken Wrap,24/01/2022,7863,
7313,6253,19491,Co-op,Co-op Falafel Wrap,24/01/2022,3097,3681
7314,6747,27443,Co-op,COOP HAM & CHEESE SUB ROLL,24/01/2022,6044,6020
7315,6748,27445,Co-op,COOP TUNA CRUNCH SUB ROLL,24/01/2022,3341,3659
7316,4458,17104,Co-op,Co-op Southern Fried Chicken Wrap x4,24/01/2022,872,
7317,4448,17105,Co-op,Co-op Chicken & Bacon Caesar Wrap x4,24/01/2022,905,968
7318,4413,19743,Co-op,Co-op Falafel Wrap x 4,24/01/2022,360,340
7319,4447,19783,Co-op,Co-op Aromatic Duck Wrap x4,24/01/2022,416,376
7320,,27444,Co-op,COOP HAM & CHEESE SUB ROLL x 4,24/01/2022,93,80
7321,,27446,Co-op,COOP TUNA CRUNCH SUB ROLL x 4,24/01/2022,40,24
7322,,17791,Co-op,COOP TI NEW YORK DELI GRAB BAG x4,24/01/2022,,
7323,,20161,Co-op,COOP HAM & MUSTARD x4,24/01/2022,,
7324,6390,22341,Co-op,CO-OP HAM & CHEESE PANINI,24/01/2022,,
7325,6393,22844,Co-op,CO-OP All Day Breakfast Hot Wrap,24/01/2022,,
7326,6338,25007,Co-op,Co-op Sausage & Egg Breakfast Muffin,24/01/2022,,
7327,,19463,Co-op,COOP HAM & CHEESE,24/01/2022,,
7328,6402,19506,Co-op,COOP TI NEW YORK DELI GRAB BAG,24/01/2022,,
7329,6058,20130,Co-op,COOP HAM & MUSTARD,24/01/2022,,
7330,4542167,27801,Morrisons,WM Southern Fried Chicken Wrap x8,24/01/2022,4398,5136
7331,4547196,18258,Morrisons,WM Aromatic Duck Wrap x4,24/01/2022,1917,2316
7332,4542173,27806,Morrisons,WM Chicken & Bacon Caesar Wrap x12,24/01/2022,9600,8076
7333,4542164,27807,Morrisons,WM Sweet Chilli Chicken Wrap x6,24/01/2022,2479,2568
7334,4540498,28440,Morrisons,WM Falafel & Spiced Houmous Wrap x4,24/01/2022,600,1044
7335,4540498,24993,Morrisons,WM Mexican Style 3 Bean Wrap x4,24/01/2022,1057,1184
7336,,26156,Morrisons,WM Counted Med Tuna Wrap,24/01/2022,1038,1012
7337,4540491,27436,Morrisons,WM Greek Chicken Wrap,24/01/2022,835,1204
7338,4540492,27437,Morrisons,WM Korean Beef Wrap,24/01/2022,1512,1928
7339,4549979,22864,Morrisons,WM 16 PIECE WRAP PLATTER x 1,24/01/2022,56,69
7340,4548306,24886,Morrisons,WM Vegetarian Sandwich Platter,24/01/2022,36,51
7341,4548303,24887,Morrisons,WM Meat Sandwich Platter,24/01/2022,55,69
7342,4549090,24890,Morrisons,WM Classic Sandwich Platter ,24/01/2022,93,119
7343,1855,21612,Morrisons PFS,WM DTS Southern Fried Chicken Wrap,24/01/2022,1560,1565
7344,1780,22865,Morrisons PFS,WM DTS Chicken & Bacon Caesar Wrap ,24/01/2022,3081,3079
7345,1770,24342,Morrisons PFS,WM DTS Sweet Chilli Chicken Wrap,24/01/2022,1123,1164
7346,4548302,24891,Morrisons,WM Party Classic Sandwich Platter ,24/01/2022,,
7347,4548305,24888,Morrisons,WM Vegetarian Wraps Platter,24/01/2022,,
7348,4548301,24889,Morrisons,WM The Best Sandwich Platter,24/01/2022,,
7349,4540434,18257,Morrisons,WM Southern Fried Chicken Wrap x4,24/01/2022,,
7350,4540433,19799,Morrisons,WM Chicken Fajita Wrap x4,24/01/2022,,
7351,4540448,20119,Morrisons,WM Chicken & Bacon Caesar Wrap x4,24/01/2022,,
7352,,21855,Morrisons,WM Sweet Chilli Chicken Wrap x4,24/01/2022,,
7353,4542180,28002,Morrisons,WMM Cheeseboard Skillet,24/01/2022,,
7354,4542181,28003,Morrisons,WMM Turkey Curry Wrap,24/01/2022,,
7355,4542182,28004,Morrisons,WMM Vegan Feast Skillet,24/01/2022,,
7356,4542183,28005,Morrisons,WMM Pigs Under Blankets Skillet,24/01/2022,,
7357,4542184,28006,Morrisons,WMM Turkey Lunch Wedge Skillet,24/01/2022,,
7358,,28136,Morrisons PFS,WMM DTS Pigs Under Blankets Skillet,24/01/2022,,
7359,,28137,Morrisons PFS,WMM DTS Cheeseboard Skillet,24/01/2022,,
7360,,28138,Morrisons PFS,WMM DTS Turkey Lunch Wedge Skillet,24/01/2022,,
7361,,23768,Morrisons Café,MRS Egg & Cress Crisps Pack x 2 ,24/01/2022,,
7362,,23770,Morrisons Café,MRS Just Ham Crisps Pack x 2,24/01/2022,,
7363,,23773,Morrisons Café,MRS Salmon & Cucumber Crisps Pack x 2,24/01/2022,,
7364,7799572,21914,Sainsbury's,JS Seafood Cocktail Skillet x 4,24/01/2022,1958,1972
7365,7797696,21936,Sainsbury's,JS BGTY Tuna & Cucumber Skillet x 4,24/01/2022,2042,2000
7366,7798199,21970,Sainsbury's,JS New Yorker Grab Bag,24/01/2022,1489,1532
7367,7799556,21951,Sainsbury's,"JS Chicken, Bacon & Caesar Wrap x 4",24/01/2022,16262,14988
7368,7799565,21952,Sainsbury's,JS Duck & Hoisin Wrap x 4,24/01/2022,8404,7728
7369,7798446,21953,Sainsbury's,JS Southern Fried Chicken Wrap x4,24/01/2022,,0
7370,7798442,21954,Sainsbury's,JS Falafel & Houmous Wrap x 4,24/01/2022,2282,2332
7371,7798436,21955,Sainsbury's,"JS Mozzarella, Tomato and Pesto Wrap x 4",24/01/2022,7643,6900
7372,7847033,22468,Sainsbury's,"JS Brie, Bacon & Chilli Chutney Skillet x4",24/01/2022,9630,7552
7373,7849630,22469,Sainsbury's,"JS Avocado, Tomato & Basil Skillet x4",24/01/2022,2499,1628
7374,7847035,22472,Sainsbury's,JS Chicken Fajita Triple Wrap x4,24/01/2022,4571,4572
7375,7958341,24077,Sainsbury's,JS Greek Chicken & Tzatziki Premium Wrap X4,24/01/2022,2102,1228
7376,7980040,24648,Sainsbury's,JS Steak & Caramelised Red Onion Grab Bag,24/01/2022,2284,2096
7377,7991425,24955,Sainsbury's,JS Vegan Mexican Bean Wrap,24/01/2022,2480,1288
7378,8018816,25608,Sainsbury's,JS Halloumi Roast Vegetable Wrap,24/01/2022,1001,912
7379,7798851,26002,Sainsbury's,JS Chicken Salad Skillet x 4,24/01/2022,13533,13788
7380,8046570,26981,Sainsbury's,JS Tuna Crunch Sub Roll ,24/01/2022,,0
7381,8046550,26983,Sainsbury's,JS Chicken and Bacon Sub Roll ,24/01/2022,2957,2828
7382,8046562,26984,Sainsbury's,JS Ham and Cheese Sub Roll ,24/01/2022,4861,4980
7383,,28009,Sainsbury's,JS HTE Egg & Cheese Muffin,24/01/2022,587,432
7384,,28010,Sainsbury's,JS HTE Meatball Marinara Wrap,24/01/2022,446,540
7385,,28011,Sainsbury's,JS HTE Ham & Cheese Toastie,24/01/2022,841,952
7386,,28369,Sainsbury's,JS Hoisin No Duck Wrap x 4,24/01/2022,2132,2476
7387,8018816,28370,Sainsbury's,JS Vegan No Chicken Ceasar Wrap x 4,24/01/2022,4415,3932
7388,7798851,28371,Sainsbury's,JS Vegan No Coronation Chicken Skillet x 4,24/01/2022,1518,2064
7389,8046570,28372,Sainsbury's,JS Vegan Meatless Meatball Marinara Subroll x 4,24/01/2022,2034,1448
7390,8046550,28373,Sainsbury's,JS Vegan No Chicken Tikka Roll x 4,24/01/2022,1338,1188
7391,,22883,Sainsbury's,JS Wrap Platter x1,24/01/2022,,0
7392,,23956,Sainsbury's,JS Classic Sandwich Platter x1,24/01/2022,200,194
7393,,22882,Sainsbury's,JS Meat Sandwich Platter x1,24/01/2022,,0
7394,,23954,Sainsbury's,JS Vegetarian Sandwich Platter x1,24/01/2022,100,83
7395,8530,27728,Sainsbury's,"JS PF Chicken, Bacon & Caesar Wrap x 1",24/01/2022,20,16
7396,8581,27727,Sainsbury's PFS,"JS PFS Mozzarella, Tomato and Pesto Wrap x 1",24/01/2022,20,16
7397,8531,27729,Sainsbury's PFS,JS PFS Duck & Hoisin Wrap x 1,24/01/2022,20,16
7398,8534,27730,Sainsbury's PFS,JS PFS Southern Fried Chicken Wrap x1,24/01/2022,20,
